All Transactions Announced Date,Target/Issuer,Exchange:Ticker,Transaction Types,Transaction Status,"Total Transaction Value ($USDmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID,Industry Classifications [Target/Issuer],Company Status [Target/Issuer],M&A Definitive Agreement Date
06/16/2017,"Goldenbridge No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Cancelled,-,ZUM Internet Corp. (KOSDAQ:A239340),"Daishin Asset Management Co., Ltd.; Synergy IB Investment Co., Ltd.",IQTR434964059,Blank Checks (Primary),Operating,06/15/2017
06/05/2017,Ebest Special Purpose Acquisition 3 Company,-,Merger/Acquisition,Closed,-,HAN & Partners Asset Management,-,IQTR433141845,Blank Checks,Operating,06/05/2017
05/23/2017,Hi Ai 1st Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,Midas International Asset Management,-,IQTR431837045,Blank Checks (Primary),Operating,05/23/2017
05/15/2017,"Dongbu 4th Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"EBEST Investment & Securities Co., Ltd. (KOSDAQ:A078020)",-,IQTR430934875,Blank Checks (Primary),Operating,05/15/2017
05/15/2017,Barington/Hilco Acquisition Corp.,-,Merger/Acquisition,Cancelled,-,Oomba GameWorks,"Woodland Partners; EarlyBirdCapital, Inc.; Hilco Trading, LLC; K2 & Associates Investment Management Inc.",IQTR431073116,Blank Checks (Primary),Operating,05/12/2017
05/11/2017,"Hanwha Ace Special Purpose Acquisition 3rd Co., Ltd.",-,Merger/Acquisition,Closed,-,"Aurum Asset Management Co., Ltd.",-,IQTR430525065,Blank Checks (Primary),Operating,05/11/2017
05/09/2017,"Hanwha Ace Special Purpose Acquisition 3rd Co., Ltd.",-,Merger/Acquisition,Closed,-,"With Investment Co., Ltd.",-,IQTR430169331,Blank Checks (Primary),Operating,05/09/2017
05/08/2017,Ebest Special Purpose Acquisition 3 Company,-,Merger/Acquisition,Closed,-,-,"KTB Asset Management Co., Ltd",IQTR430047065,Blank Checks,Operating,05/08/2017
05/08/2017,Atlantic Alliance Partnership Corp.,-,Merger/Acquisition,Cancelled,-,Kalyx Development Inc.,Polar Asset Management Partners Inc.; Oxford Asset Management LLP,IQTR430112152,Blank Checks (Primary),Operating,05/08/2017
04/27/2017,"SK No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Cancelled,-,"SGA Systems Co., Ltd.","KB Asset Management Co., Ltd.; EBEST Investment & Securities Co., Ltd. (KOSDAQ:A078020); KTB Asset Management Co., Ltd; NH Investment & Securities Co., Ltd., Asset Management Arm; DB Savings Bank Co., Ltd.; Brain Asset Management Co., Ltd.; SK Securities Private Equity; LX Investment Co., Ltd.",IQTR429066339,Blank Checks (Primary),Operating,04/27/2017
04/25/2017,"SK No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"DB Savings Bank Co., Ltd.",-,IQTR428630303,Blank Checks (Primary),Operating,04/25/2017
04/14/2017,"KTB Special Purpose Acquisition Company 1 Co., Ltd.",-,Merger/Acquisition,Cancelled,-,"Korea Jewery 3M Gold Co., Ltd","Binex Holdings Co., Ltd.",IQTR427784544,Blank Checks (Primary),Operating,04/14/2017
04/14/2017,Committed Capital Acquisition Corporation II (OTCPK:CCAQ),OTCPK:CCAQ,Merger/Acquisition,Closed, 0.017 ,"KASPAC, LLC; KSSPAC, LLC; CCAC II, LLC; NOTESPAC, LLC; KIDSSPAC, LLC","P&P 2, LLC; Committed Capital Holdings II LLC; Elliot-Herbst LP",IQTR427833439,Blank Checks (Primary),Operating,09/19/2017
04/05/2017,New Global Acreage Resources Ltd.,-,Merger/Acquisition,Cancelled,-,Cambridge Energy Group Limited,-,IQTR426773445,Blank Checks (Primary),Operating,04/03/2017
03/27/2017,"Shinhan 3rd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,-,"Shinhan Investment Corp., Investment Arm",IQTR424725454,Blank Checks (Primary),Operating,03/27/2017
03/23/2017,"Daishin Balance 4th Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,-,"Daishin Securities Co., Ltd. (KOSE:A003540)",IQTR424283252,Blank Checks (Primary),Operating,03/23/2017
03/15/2017,M-FiTEC International Limited,-,Merger/Acquisition,Cancelled,-,"Wizzit International, WIZZIT Payments, Wavelengths 202, Magix Security and Finteq Africa","Visio Capital Management (Pty) Ltd; STANLIB Collective Investments Limited; Praesidium Capital Management (pty) Limited; Liberty Life Assurance of Africa Limited, Asset Management Arm",IQTR423483366,Blank Checks (Primary),Operating,03/15/2017
03/13/2017,"Daishin Balance 4th Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Daishin Securities Co., Ltd. (KOSE:A003540)",-,IQTR423293487,Blank Checks (Primary),Operating,03/13/2017
03/10/2017,"Daishin Balance 4th Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"G.N.TECH Venture Capital Co., Ltd.",-,IQTR423029494,Blank Checks (Primary),Operating,03/10/2017
03/03/2017,"Shinhan 3rd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"With Investment Co., Ltd.",-,IQTR422245204,Blank Checks (Primary),Operating,03/03/2017
01/19/2017,"SK No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"KTB Asset Management Co., Ltd",-,IQTR417324905,Blank Checks (Primary),Operating,01/19/2017
01/17/2017,Ebest Special Purpose Acquisition 3 Company,-,Merger/Acquisition,Closed,-,"ANDA Asset Management Co., Ltd.",-,IQTR416612340,Blank Checks,Operating,01/17/2017
01/06/2017,"Pacifica Holdings, Inc. (PSE:PA)",PSE:PA,Merger/Acquisition,Closed, 2.07 ,"Unido Capital Holdings, Inc.","Mikro-Tech Capital, Inc.; 9th Kingdom Investments Inc",IQTR415578752,Blank Checks (Primary),Operating,11/29/2016
01/03/2017,"SK No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"EBEST Investment & Securities Co., Ltd. (KOSDAQ:A078020)",-,IQTR414953196,Blank Checks (Primary),Operating,01/03/2017
12/19/2016,Origo Acquisition Corporation,-,Merger/Acquisition,Cancelled,-,"Aina Le'a, Inc.","EarlyBirdCapital, Inc.; Glazer Capital, LLC; AQR Capital Management, LLC; BIP GP LLC; Polar Asset Management Partners Inc.; Woodland Partners (NY); Pentwater Capital Management LP; Weiss Asset Management LP; Fortress Biotech, Inc. (NasdaqCM:FBIO)",IQTR413674256,Blank Checks (Primary),Operating,12/19/2016
11/28/2016,"SK No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,-,SK Securities Private Equity,IQTR410955679,Blank Checks (Primary),Operating,11/28/2016
11/23/2016,"SK No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,SK Securities Private Equity,-,IQTR410749877,Blank Checks (Primary),Operating,11/23/2016
11/22/2016,"SK No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"LX Investment Co., Ltd.",-,IQTR410672671,Blank Checks (Primary),Operating,11/22/2016
11/21/2016,"SK No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Brain Asset Management Co., Ltd.",-,IQTR410664179,Blank Checks (Primary),Operating,11/21/2016
11/03/2016,Nurcapital Corporation Ltd.,-,Merger/Acquisition,Cancelled,-,Erindale Village Living Inc.,-,IQTR408967492,Blank Checks (Primary),Operating,03/28/2018
09/28/2016,Sceptre Ventures Inc.,-,Merger/Acquisition,Cancelled,-,SmartShare Solutions Inc.,-,IQTR403249019,Blank Checks (Primary),Operating,12/15/2017
09/19/2016,Antler Hill Mining Ltd. (TSXV:AHM.H),TSXV:AHM.H,Merger/Acquisition,Cancelled,-,PetroPhoenix Capital Corp.,-,IQTR401924134,Blank Checks (Primary),Operating,11/29/2016
09/19/2016,Axar Acquisition Corp.,-,Merger/Acquisition,Closed,-,Axar Capital Management LP,"AR Global Investments, LLC",IQTR406658829,Blank Checks (Primary),Operating,09/16/2016
09/09/2016,Papillon Holdings Plc,-,Merger/Acquisition,Cancelled,-,MYCLUBBETTING.COM Limited,-,IQTR537442023,Blank Checks (Primary),Operating,12/20/2016
08/25/2016,"Daewoo Special Purpose Acquisition 2 Co., Ltd.",-,Merger/Acquisition,Cancelled,-,IPAGEON Co.Ltd.,"EBEST Investment & Securities Co., Ltd. (KOSDAQ:A078020); Daishin Asset Management Co., Ltd.; Mirae Asset Daewoo Co., Ltd., Asset Management Arm; Plus A Partners Co., Ltd.",IQTR381676446,Blank Checks (Primary),Operating,08/25/2016
08/25/2016,Dundee Acquisition Ltd.,-,Merger/Acquisition,Cancelled, 49.39 ,CHC Student Housing Corp. (TSXV:CHC.H),Fir Tree Partners; Dundee Corporation (TSX:DC.A); Polar Asset Management Partners Inc.; Vertex One Asset Management Inc.; EdgePoint Investment Group Inc.,IQTR382058456,Blank Checks (Primary),Operating,08/25/2016
07/25/2016,INFOR Acquisition Corp.,-,Merger/Acquisition,Cancelled,-,ECN Capital Corp. (TSX:ECN),"Connor, Clark & Lunn Investment Management Ltd.; 1832 Asset Management L.P.; Sprott Asset Management, LP; Professionals' Financial - Mutual Funds Inc.; RBC Global Asset Management Inc.; INFOR Financial Group",IQTR377735047,Blank Checks (Primary),Operating,07/25/2016
07/11/2016,"Bally, Corp. (OTCPK:BLYQ)",OTCPK:BLYQ,Merger/Acquisition,Closed, 0.1 ,"Aureas Capital Co., Ltd.",-,IQTR378067502,Blank Checks (Primary),Operating,04/30/2016
06/24/2016,Ord Mountain Resources Corp. (TSXV:OMR.H),TSXV:OMR.H,Merger/Acquisition,Cancelled,-,Penta 5 Packaging Inc.,-,IQTR368465990,Blank Checks (Primary),Operating,06/22/2016
06/20/2016,Puravita Corporation,-,Merger/Acquisition,Closed,-,-,-,IQTR366888884,Blank Checks (Primary),Operating,04/14/2016
04/15/2016,Kiwoom No.3 Special Purpose Acquisition Company Ltd.,-,Merger/Acquisition,Closed,-,"Mirae Asset Daewoo Co., Ltd. (KOSE:A006800)",-,IQTR331177157,Blank Checks (Primary),Operating,04/15/2016
04/15/2016,"KB Dream Together 3rd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Mirae Asset Daewoo Co., Ltd. (KOSE:A006800)",-,IQTR331177676,Blank Checks (Primary),Operating,04/15/2016
03/30/2016,ECCL Investments and Finance Limited,-,Merger/Acquisition,Closed, 0.004 ,-,Excel Crop Care Limited,IQTR332249832,Blank Checks (Primary),Operating,03/30/2016
03/24/2016,Atlantic Alliance Partnership Corp.,-,Merger/Acquisition,Cancelled,-,Hawkwing plc (LSE:HNG),Polar Asset Management Partners Inc.; AAP Sponsor (PTC) Corp.,IQTR329091604,Blank Checks (Primary),Operating,03/24/2016
03/07/2016,KB No.9 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"KB Investment & Securities Co., Ltd., Investment Arm",-,IQTR327541325,Blank Checks (Primary),Operating,03/07/2016
02/17/2016,"Po Yuen Cultural Holdings (Hong Kong) Co., Ltd. (OTCPK:POYN)",OTCPK:POYN,Merger/Acquisition,Closed, 0.3 ,-,-,IQTR327765714,Blank Checks (Primary),Operating,02/12/2016
12/28/2015,"Dongbu 4th Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"KTB Asset Management Co., Ltd",-,IQTR320616989,Blank Checks (Primary),Operating,12/28/2015
12/22/2015,"Dongbu 4th Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,Opus Private Equity Co. Ltd.,-,IQTR320153394,Blank Checks (Primary),Operating,12/22/2015
12/16/2015,Zidane Capital Corp. (TSXV:ZZE.H),TSXV:ZZE.H,Merger/Acquisition,Cancelled,-,HydRx Farms Ltd. and Precursor Capital Corp.,-,IQTR319709763,Blank Checks (Primary),Operating,01/06/2016
11/25/2015,"Goldenbridge No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR317709429,Blank Checks (Primary),Operating,11/25/2015
11/17/2015,Kiwoom No.4 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"KTB Asset Management Co., Ltd",-,IQTR317216108,Blank Checks (Primary),Operating,11/17/2015
11/16/2015,"Eugene Special Purpose Acquisition 3 Co., Ltd.",-,Merger/Acquisition,Closed,-,"KTB Asset Management Co., Ltd",-,IQTR317405633,Blank Checks (Primary),Operating,11/16/2015
11/11/2015,"Hyundai L&R Co., Ltd.",-,Merger/Acquisition,Cancelled, 21.97 ,"Hyundai Elevator Co., Ltd (KOSE:A017800)","HMM Co.,Ltd (KOSE:A011200)",IQTR317315907,Blank Checks (Primary),Operating,11/11/2015
11/04/2015,Kiwoom No.4 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR316096053,Blank Checks (Primary),Operating,11/04/2015
10/26/2015,Ebest Special Purpose Acquisition 3 Company,-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR315257932,Blank Checks,Operating,10/26/2015
08/28/2015,"KB Dream Together 3rd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"DAYLI Partners Co., Ltd.",-,IQTR310243823,Blank Checks (Primary),Operating,08/28/2015
08/27/2015,"KB Dream Together 3rd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR310155453,Blank Checks (Primary),Operating,08/27/2015
08/25/2015,"KB Dream Together 3rd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Kiwoom Asset Management Co., Ltd.",-,IQTR309930781,Blank Checks (Primary),Operating,08/25/2015
08/21/2015,"KB Dream Together 3rd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Eugene Asset Management Co., Ltd.",-,IQTR309750522,Blank Checks (Primary),Operating,08/21/2015
08/11/2015,KB No.8 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR309047755,Blank Checks (Primary),Operating,08/11/2015
07/24/2015,"Yuanta 2 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,Paratus Investment Inc.,-,IQTR307581423,Blank Checks (Primary),Operating,07/24/2015
07/23/2015,ROI Acquisition Corp. II,-,Merger/Acquisition,Cancelled,-,Ascend Telecom Infrastructure Pvt. Ltd.,"Fir Tree Partners; TD Asset Management, Inc.; Polar Asset Management Partners Inc.; Geh Capital, Inc.",IQTR307520443,Blank Checks (Primary),Operating,07/23/2015
07/21/2015,Lvyuan Green Building Material Technology Corp.,-,Merger/Acquisition,Closed, 0.225 ,-,-,IQTR308796609,Blank Checks (Primary),Operating,07/16/2015
07/20/2015,"Yuanta 2 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"ANDA Asset Management Co., Ltd.",-,IQTR307188505,Blank Checks (Primary),Operating,07/20/2015
07/03/2015,"Goldenbridge No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Synergy IB Investment Co., Ltd.",-,IQTR305925453,Blank Checks (Primary),Operating,07/03/2015
06/26/2015,"Daewoo Special Purpose Acquisition 3 Co., Ltd.",-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR305000090,Blank Checks (Primary),Operating,06/26/2015
06/15/2015,"NH Special Purpose Acquisition 7 Co., Ltd.",-,Merger/Acquisition,Closed,-,"DGB Asset Management Co., Ltd.",-,IQTR304017777,Blank Checks (Primary),Operating,06/15/2015
06/15/2015,"NH Special Purpose Acquisition 7 Co., Ltd.",-,Merger/Acquisition,Closed,-,PS Alliance Inc.,-,IQTR304028100,Blank Checks (Primary),Operating,06/15/2015
06/05/2015,Hana Must Third Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"Hanwha Investment & Securities Co., Ltd. (KOSE:A003530)",-,IQTR303160561,Blank Checks (Primary),Operating,06/05/2015
03/30/2015,"Daewoo Special Purpose Acquisition 2 Co., Ltd.",-,Merger/Acquisition,Cancelled,-,"SunBio,Inc. (XKON:A067370)","EBEST Investment & Securities Co., Ltd. (KOSDAQ:A078020); Daishin Asset Management Co., Ltd.; Mirae Asset Daewoo Co., Ltd., Asset Management Arm; Plus A Partners Co., Ltd.",IQTR289883936,Blank Checks (Primary),Operating,03/30/2015
03/02/2015,Hana Must Third Special Purpose Acquisition Company,-,Merger/Acquisition,Cancelled,-,"PANDORA TV Co.,Ltd. (XKON:A202960)","Hanwha Investment & Securities Co., Ltd. (KOSE:A003530); Mirae Asset Daewoo Co., Ltd., Investment Arm",IQTR286511265,Blank Checks (Primary),Operating,03/02/2015
02/25/2015,"Goldenbridge No.2 Special Purpose Acquisition Co., LTD.",-,Merger/Acquisition,Closed,-,"Synergy IB Investment Co., Ltd.",-,IQTR285981307,Blank Checks (Primary),Operating,02/25/2015
02/10/2015,"Goldenbridge No.2 Special Purpose Acquisition Co., LTD.",-,Merger/Acquisition,Closed,-,KTB Private Equity,-,IQTR284744922,Blank Checks (Primary),Operating,02/10/2015
01/28/2015,"Medical Sales Group, LLC",-,Merger/Acquisition,Cancelled, 0.19 ,"Wearable Health Solutions, Inc. (OTCPK:WHSI)",-,IQTR283126697,Blank Checks (Primary),Operating,01/28/2015
10/07/2014,Evermount Ventures Inc. (TSXV:ETV.H),TSXV:ETV.H,Merger/Acquisition,Cancelled,-,Meridional TCS Indústria e Comércio de Óleos S/A,-,IQTR274080467,Blank Checks (Primary),Operating,07/22/2015
11/23/2020,Apex Technology Acquisition Corporation (NasdaqCM:APXT),NasdaqCM:APXT,Merger/Acquisition,Announced,-,"AvePoint, Inc.",-,IQTR695958475,Blank Checks (Primary),Operating Subsidiary,11/23/2020
11/12/2020,Jaws Acquisition Corp. (NYSE:JWS),NYSE:JWS,Merger/Acquisition,Announced,-,"Cano Health, LLC",Jaws Sponsor LLC,IQTR694774718,Blank Checks (Primary),Operating Subsidiary,11/11/2020
10/21/2020,EDU MENA Holdings Coöperatief U.A.,-,Merger/Acquisition,Closed,-,Thebes B.V.,"Abraaj Spv 21, Ltd.",IQTR692684775,Blank Checks (Primary),Operating Subsidiary,10/16/2020
10/19/2020,South Mountain Merger Corp. (NasdaqCM:SMMC),NasdaqCM:SMMC,Merger/Acquisition,Announced,-,"Billtrust, Inc.",-,IQTR692398074,Blank Checks (Primary),Operating Subsidiary,10/18/2020
10/13/2020,AMCI Acquisition Corp. (NasdaqCM:AMCI),NasdaqCM:AMCI,Merger/Acquisition,Announced,-,Advent Technologies Inc.,-,IQTR691587895,Blank Checks (Primary),Operating Subsidiary,10/12/2020
09/18/2020,Pivotal Investment Corporation II (NYSE:PIC),NYSE:PIC,Merger/Acquisition,Announced,-,"XL Hybrids, Inc.",-,IQTR688989486,Blank Checks (Primary),Operating Subsidiary,09/17/2020
08/27/2020,GreenVision Acquisition Corp. (NasdaqCM:GRNV),NasdaqCM:GRNV,Merger/Acquisition,Cancelled,-,Accountable Healthcare America Inc.,-,IQTR685669225,Blank Checks (Primary),Operating Subsidiary,08/26/2020
06/01/2020,Schultze Special Purpose Acquisition Corp. (NasdaqCM:SAMA),NasdaqCM:SAMA,Merger/Acquisition,Announced,-,Ecomedics S.A.S.,-,IQTR670871770,Blank Checks (Primary),Operating Subsidiary,07/25/2020
02/25/2019,"Kaival Brands Innovations Group, Inc. (OTCPK:KAVL)",OTCPK:KAVL,Merger/Acquisition,Closed, 0.325 ,"Kaival Holdings, Llc",-,IQTR604275985,Blank Checks,Operating Subsidiary,02/06/2019
08/21/2018,DataSight Corporation,-,Merger/Acquisition,Closed,-,"DataSight, Inc.",-,IQTR578306172,Blank Checks (Primary),Operating Subsidiary,08/14/2018
07/16/2018,"Finest Acquisition, Inc.",-,Merger/Acquisition,Closed, 0.05 ,"AWC Capital, Inc.",-,IQTR574234436,Blank Checks (Primary),Operating Subsidiary,07/10/2018
06/25/2018,Sirius Acquisitions Holding Company III,-,Merger/Acquisition,Closed, 164.51 ,"Sirius International Insurance Group, Ltd. (NasdaqGS:SG)","Easterly Acquisition Sponsor, LLC",IQTR571878230,Blank Checks (Primary),Operating Subsidiary,06/23/2018
05/24/2018,"Big Time Holdings, Inc.",-,Merger/Acquisition,Closed, 0.025 ,Palewater Global Management Inc.,-,IQTR567482103,Blank Checks (Primary),Operating Subsidiary,05/17/2018
11/22/2017,Gold Standard Mining Company,-,Merger/Acquisition,Closed,-,"Seven Hundred Seventy 7, Inc.",-,IQTR551231117,Blank Checks (Primary),Operating Subsidiary,11/15/2017
11/20/2017,Hope Well Capital Corp.,-,Merger/Acquisition,Cancelled,-,Payfare Inc.,-,IQTR544425456,Blank Checks (Primary),Operating Subsidiary,07/27/2018
09/07/2017,"AFH Acquisition IX, Inc.",-,Merger/Acquisition,Closed, 0.75 ,Enrochem Limited,"AFH Holding & Advisory, LLC",IQTR536907367,Blank Checks (Primary),Operating Subsidiary,08/30/2017
06/21/2017,DataSight Corporation,-,Merger/Acquisition,Cancelled,-,"The Hit Channel, Inc.",-,IQTR435097432,Blank Checks (Primary),Operating Subsidiary,06/16/2017
11/21/2016,"J.E.M. Capital, Inc.",-,Merger/Acquisition,Closed, 0.225 ,-,Zosano Pharma Corporation (NasdaqCM:ZSAN),IQTR410518684,Blank Checks (Primary),Operating Subsidiary,11/14/2016
11/09/2016,Capital for Progress 1 S.p.A.,-,Merger/Acquisition,Closed,-,4AIM SICAF S.p.A. (BIT:4AIM),-,IQTR409120731,Blank Checks (Primary),Operating Subsidiary,11/09/2016
09/22/2016,Starlight Supply Chain Management Company,-,Merger/Acquisition,Closed,-,Sing Kong Supply Chain Management Co. Limited,Best Dynamic Investment Limited; Crest Honor Limited; Merit Success International Limited; Peak Access Limited; Star Summit Group Limited; Plenty Asset Holdings Limited; Marvel Value Holdings Limited,IQTR402495786,Blank Checks (Primary),Operating Subsidiary,10/04/2016
09/05/2016,Capital for Progress 1 S.p.A.,-,Merger/Acquisition,Closed,-,GPI SpA (BIT:GPI),"Banca IMI SpA, Investment Banking Arm; Unione di Banche Italiane Scpa, Asset Management Arm",IQTR414029598,Blank Checks (Primary),Operating Subsidiary,09/05/2016
06/29/2016,Sirius Acquisitions Holding Company III,-,Merger/Acquisition,Cancelled,-,"Sungevity, Inc.",-,IQTR369833160,Blank Checks (Primary),Operating Subsidiary,06/28/2016
05/11/2016,Savden Group Corp.,-,Merger/Acquisition,Closed, 0.356 ,Sino Expertise Limited,-,IQTR337350762,Blank Checks (Primary),Operating Subsidiary,04/20/2016
10/29/2015,Rosa Capital Inc.,-,Merger/Acquisition,Closed, 1.28 ,Raimount Energy Inc.,-,IQTR315534724,Blank Checks (Primary),Operating Subsidiary,11/03/2015
08/19/2015,Starlight Supply Chain Management Company,-,Merger/Acquisition,Closed, 0.05 ,Best Dynamic Investment Limited; Crest Honor Limited; Merit Success International Limited; Peak Access Limited; Star Summit Group Limited,-,IQTR309607875,Blank Checks (Primary),Operating Subsidiary,08/14/2015
